timestamp,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,label
1188800,-2.23,-0.53,-11.51,0.06,0.43,-0.03,frisson_assis_bras_table
1188814,-1.52,-0.36,-11.40,0.09,0.46,-0.05,frisson_assis_bras_table
1188828,-1.44,-0.48,-11.12,0.10,0.35,-0.06,frisson_assis_bras_table
1188842,-1.36,-0.52,-11.05,0.09,0.23,-0.06,frisson_assis_bras_table
1188856,-0.88,-0.72,-10.93,0.04,0.04,-0.06,frisson_assis_bras_table
1188870,-0.90,-0.70,-10.77,-0.02,-0.23,-0.03,frisson_assis_bras_table
1188884,-0.97,-0.68,-10.87,-0.07,-0.48,-0.01,frisson_assis_bras_table
1188898,-1.49,-0.70,-10.74,-0.11,-0.60,0.01,frisson_assis_bras_table
1188912,-2.04,-0.61,-11.12,-0.12,-0.47,0.04,frisson_assis_bras_table
1188926,-2.49,-0.56,-11.38,-0.09,-0.11,0.06,frisson_assis_bras_table
1188940,-2.84,-0.08,-11.86,-0.04,0.12,0.06,frisson_assis_bras_table
1188954,-2.24,-0.26,-11.85,0.04,0.27,-0.02,frisson_assis_bras_table
1188968,-1.72,-0.40,-11.02,0.09,0.31,-0.02,frisson_assis_bras_table
1188982,-1.87,-0.38,-11.10,0.09,0.26,-0.01,frisson_assis_bras_table
1188996,-1.74,-0.36,-11.16,0.08,0.17,-0.02,frisson_assis_bras_table
1189010,-1.75,-0.56,-10.85,0.06,0.05,-0.03,frisson_assis_bras_table
